,target_sentence,postcontext,substitutions
1954,The vampire fell forward and blood began to flow from his mouth.,"Behind me, Amy was kneeling beside Nepthys, whose arm and rib cage were knitting back together like a wooden toy that falls apart when its string is released but draws itself together at a slight tug.","{'vampire': ['Dracula 1', 'blood sucker 1', 'bloodsucker 1', 'creature 3', 'monster 2', 'monstrosity 1', 'undead 1'], 'fell': ['collapse 1', 'drop 4', 'go 1', 'launch 1', 'plummet 1', 'plunge 1', 'slump 1'], 'forward': ['afront 1', 'ahead 2', 'alee 1', 'along 1', 'antecedently 1', 'faceward 1', 'forth 1', 'frontward 1', 'frontwards 1', 'onward 1', 'over 1', 'to the front 1', 'vanward 1'], 'blood': ['claret 1', 'fluid 1', 'gore 1', 'hemoglobin 1', 'juice 2', 'liquid 3', 'plasma 2', 'platelet 1'], 'began': ['accomplish 1', 'commence 1', 'persist 1', 'proceed 1', 'result 1', 'start 6', 'transorted 1'], 'flow': ['come 1', 'course 1', 'drool 1', 'emanate 1', 'gush 1', 'move 1', 'ooze 1', 'pour 1', 'run 2', 'spew 1', 'spurt 1', 'stream 1', 'usher 1'], 'mouth': ['aperture 1', 'embouchure 1', 'estuary 1', 'face 2', 'firth 1', 'lip 3', 'orifice 1', 'throat 1']}"
1955,"Inside, the space opened into a wide, square chamber mirrored and so dark that it could have been any size.","In the center was a dais covered with white furs and a young woman, surrounded by more pale men.","{'space': ['area 4', 'place 1', 'room 4'], 'opened': ['change 1', 'emerge 1', 'expand 1', 'go 1', 'part 2', 'unlock 1', 'widen 1'], 'wide': ['big 1', 'broad 2', 'fat 1', 'large 4', 'open 1', 'roomy 1', 'spacious 1', 'vast 1'], 'square': ['4 side 1', 'balanced 1', 'box 1', 'boxy 1', 'even 1', 'four side 1', 'foursquare 1', 'rectangular 1', 'right angle 1', 'shaped 1'], 'chamber': ['area 2', 'den 1', 'room 5', 'space 1'], 'mirrored': ['adorn 1', 'decorate 1', 'reflect 1', 'shimmer 1', 'with mirror 1'], 'so': ['as 1', 'highly 1', 'really 1', 'very 4'], 'dark': ['black 4', 'bleak 1', 'dim 2', 'dismal 1', 'dreary 1', 'ominous 1', 'shady 1'], 'size': ['capacity 1', 'dimension 3', 'expanse 1', 'magnitude 2', 'measurement 1', 'proportion 1', 'shape 1']}"
1956,"The air around me seemed to still sound, and light came in around the corners of my eyes.",“Do you know what this thing does?”,"{'air': ['atmosphere 4', 'aura 1', 'blast 1', 'breath 1', 'breeze 1', 'draft 1', 'heaven 1', 'oxygen 1'], 'seemed': ['appear 6', 'begin 1', 'manage 1', 'serve 1', 'surface 1'], 'still': ['becalm 1', 'decrease 1', 'even 1', 'fix 1', 'hush 1', 'quiet 1', 'remain 1', 'shut off 1', 'silence 2', 'stay 1', 'stifle 1'], 'sound': ['accent 1', 'audibility 1', 'audio 1', 'calm 1', 'din 1', 'harmony 1', 'intonation 1', 'melody 1', 'noise 2', 'noisy 1', 'tune 1', 'utterance 1'], 'light': ['beam 1', 'brightness 3', 'brilliance 1', 'gleam 1', 'glow 1', 'illumination 1', 'luminescence 2', 'radiance 1', 'ray 1', 'shine 1', 'sparkle 1', 'tint 1'], 'came': ['accumulate 1', 'amount 1', 'collect 1', 'enter 2', 'get 1', 'go 1', 'heap 1', 'pile 1', 'rush 1', 'stream 1'], 'corners': ['angle 1', 'bend 1', 'border 1', 'crook 1', 'edge 5', 'end 2', 'ridge 1'], 'eyes': ['contemplate 1', 'eye socket 1', 'eyeball 2', 'eyelid 1', 'lid 1', 'passage 1', 'peeper 1', 'slit 1', 'space 1']}"
1957,"I had drunk too much, I confess, though we all had.","Somehow, Tasha and I began to argue the worth of Solevgrad jazz, as inconsequential a topic as I can imagine.","{'drunk': ['booze 1', 'consume 1', 'consume alcohol 1', 'drink 1', 'guzzle 1', 'imbibe 4', 'indulge 2', 'liquor up 1', 'sip 1', 'swallow 1', 'take 1'], 'too': ['excessively 1', 'extra 2', 'over 2', 'overly 2', 'overwhelmingly 1', 'so 1', 'very 3'], 'much': ['abundant 1', 'expansive 1', 'far 1', 'great amount 1', 'heavy 1', 'lavish 1', 'long 1', 'many 1', 'plentiful 1', 'plenty 1', 'profuse 1', 'vigorous 1'], 'confess': ['acknowledge 2', 'admit 6', 'confirm 2', 'declare 1', 'disclose 2', 'give 1', 'grant 1', 'reveal 1', 'warrant 1']}"
1958,“I have need of a certain stone that I once possessed.,"It would allow me to leave this bed, despite my current illness.","{'need': ['a wish 1', 'a yearning 1', 'commitment 1', 'desideratum 1', 'desire 4', 'duty 1', 'exigency 1', 'requirement 1', 'requisite 1', 'urge 1', 'use 1', 'want 2', 'wish 1'], 'certain': ['calm 1', 'individual 1', 'particular 5', 'positive 1', 'precise 1', 'questionless 1', 'special 1', 'specific 2', 'sure 1', 'undisturbed 1'], 'stone': ['artifact 1', 'boulder 1', 'crag 1', 'crystal 1', 'gem 2', 'grain 1', 'pebble 1', 'rock 4'], 'once': ['already 1', 'at one point 1', 'at one time 1', 'formerly 1', 'have 1', 'in the past 1', 'once only 1', 'once upon a time 1', 'one time 1', 'one time before 1', 'previously 1', 'use to 1'], 'possessed': ['captivate 1', 'enamor 1', 'enchant 1', 'enrapture 1', 'fascinate 1', 'have 3', 'keep 1', 'm 1', 'occupy 1', 'own 4', 'retain 1', 'seize 1']}"
1959,"Well, if she didn't pan out, she'd be terminated.",Any crew member that would jeopardize the project was meat.,"{'Well': ['accurately 1', 'actually 1', 'and 1', 'anyway 1', 'appropriately 2', 'but 3', 'correctly 1', 'effectively 1', 'efficiently 1', 'however 3', 'nevertheless 1', 'nonetheless 1', 'so 3', 'somehow 1', 'still 1', 'unfortunately 1'], 'pan': ['condemn 1', 'denounce 1', 'denunciate 1', 'flay 1', 'last 1', 'make 1', 'prove 1', 'reprehend 1', 'straighten 1', 'succeed 1', 'successfully 1', 'turn 1', 'work 8'], 'out': ['absent 1', 'antiquated 1', 'away 1', 'end 1', 'exhaust 1', 'favorably 1', 'integrate 1', 'out 1'], 'terminated': ['@card@ will 1', 'abolish 1', 'abort 1', 'axe 2', 'bring to an end 1', 'can 4', 'cancel 1', 'cease 1', 'depose 1', 'discharge 1', 'dismiss 5', 'eliminate 4', 'expel 1', 'finish 1', 'fire 13', 'history 1', 'kill 2', 'let go 2', 'release 1', 'remove 1', 'sack 3']}"
1960,"He tossed it to me, and I just barely had it open before I saw the vampire again, turning to face me.",I pulled out the hammer and one of the stakes.,"{'tossed': ['fling 1', 'give 2', 'loft 1', 'pass 1', 'throw 5'], 'just': ['almost 1', 'hardly 1', 'have 1', 'merely 1', 'no more than 1', 'only 2', 'rarely 1'], 'barely': ['barely 1', 'hardly 2', 'just 1', 'nearly 1', 'only 1', 'rarely 1', 'scarcely 2', 'slightly 1'], 'open': ['access 1', 'agape 1', 'ajar 4', 'expose 1', 'open 1', 'part 1', 'unlid 1'], 'saw': ['catch sight of 1', 'detect 1', 'discern 1', 'glimpse 1', 'notice 1', 'observe 1', 'perceive 1', 'spot 2', 'spy 2', 'view 2'], 'vampire': ['Dracula 1', 'beast 1', 'blood sucker 1', 'bloodsucker 3', 'creature 1', 'monster 1', 'monstrosity 1', 'undead 1'], 'again': ['anew 1', 'come 1', 'now 1', 'once more 3', 'one more time 1'], 'turning': ['go 1', 'look 1', 'move 2', 'position 1', 'revolve 1', 'rotate 1', 'spin 1', 'spin around 1', 'swivel 1'], 'face': ['behold 1', 'challenge 1', 'confront 3', 'look at 4', 'meet 1', 'regard 1', 'see 1', 'watch 1']}"
1961,"On the dance floor, people moved with their eyes closed and their hands in the air.","I danced with Rachel for a while, but then something by the bar seemed to be pulling her eyes.","{'dance': ['center 1', 'disco 2', 'main 1', 'party 3', 'shake 1', 'wood 1'], 'floor': ['area 2', 'ground 2', 'level 1', 'platform 1', 'spot 1', 'stage 1'], 'people': ['couple 1', 'dancer 3', 'everyone 1', 'group 1', 'member 1', 'partier 1', 'partygoer 1', 'the crowd 1'], 'moved': ['convulse 1', 'dance 4', 'party 1', 'pulse 1', 'sway 3', 'swing 1'], 'eyes': ['eyelid 2', 'lid 2', 'peeper 1', 'sight 2'], 'closed': ['asleep 1', 'seal 1', 'shut 5', 'tight 1', 'unopened 1'], 'hands': ['arm 5', 'finger 1', 'fist 1', 'palm 2'], 'air': ['atmosphere 2', 'ceiling 1', 'cloud 1', 'haze 1', 'sky 2', 'towards the ceiling 1']}"
1962,"Soon, she came back with a lidded ceramic bowl, which she put on the table beside me.","“Roll up your sleeves,” she told me.","{'Soon': ['before long 1', 'directly 1', 'later 1', 'presently 2', 'quickly 2', 'shortly 3', 'then 1'], 'came': ['appear 1', 'arrive 1', 'go 1', 'return 3'], 'back': ['again 4', 'there 1'], 'lidded': ['capped 1', 'closed 2', 'cover 4'], 'ceramic': ['china 1', 'clay 2', 'fragile 1', 'porcelain 3'], 'bowl': ['container 4', 'dish 2', 'platter 1'], 'put': ['place 6', 'set 4'], 'table': ['counter 1', 'desk 3', 'side table 1', 'stand 1']}"
1963,"“I think I understand why we got that stone from a slave shop,” said Nepthys.","“I think I understand why we got that stone from a slave shop,”","{'think': ['assume 1', 'believe 5', 'deem 1', 'feel 1', 'suppose 2'], 'understand': ['accept 1', 'apprehend 1', 'comprehend 2', 'conceive 1', 'distinguish 1', 'get 1', 'grasp 1', 'know 4', 'know now 1', 'realize 1'], 'got': ['acquire 1', 'attain 1', 'buy 3', 'obtain 2', 'pick up 1', 'procure 2', 'receive 1', 'retrieve 1', 'secure 1', 'take 1'], 'stone': ['crystal 1', 'gem 2', 'gemstone 1', 'mineral 1', 'pebble 1', 'rock 6', 'stonework 1'], 'slave': ['bond servant 1', 'bondservant 1', 'captive 1', 'chattel 1', 'drudge 2', 'laborer 1', 'servant 2', 'sweat 1'], 'shop': ['boutique 1', 'business 2', 'enterprise 1', 'factory 1', 'merchant 1', 'outlet 1', 'store 5'], 'said': ['announce 1', 'comment 1', 'declare 2', 'disclose 1', 'mention 2', 'remark 2', 'retort 1', 'state 5']}"
1964,The N'apulcans are mostly emigrants from Polaris II; the only difference between them and their Carribbean ancestors is that the ancestors fleeced NorAm tourists.,Now the N'apulcans profit from their Hispanic siblings.,"{'mostly': ['chiefly 1', 'commonly 1', 'frequently 2', 'generally 2', 'habitually 1', 'hugely 1', 'largely 1', 'often 1', 'overall 1', 'practically 1', 'predominately 1', 'regularly 1', 'typically 2', 'usually 1'], 'emigrants': ['alien 1', 'expatriate 3', 'foreigner 1', 'immigrant 1', 'local 1', 'migrant 1', 'transplant 1', 'traveler 1'], 'only': ['barely 1', 'just 1', 'key 1', 'main 2', 'merely 1', 'one 3', 'primary 1', 'simply 1', 'single 2', 'singular 1', 'sole 1', 'true 1'], 'difference': ['asymmetry 1', 'contrast 3', 'differentiation 1', 'disparity 1', 'dissimilarity 1', 'distinction 2', 'divergence 2', 'separation 1', 'thing noticeable 1', 'variable 1', 'variance 1'], 'ancestors': ['ascendant 1', 'associate 1', 'descendant 1', 'family 1', 'forebear 1', 'forefather 1', 'former 1', 'intimate 1', 'kin 1', 'predecessor 2', 'previous 1', 'prior 1', 'relation 1', 'relative 2'], 'fleeced': ['cheat 2', 'con 1', 'cone 1', 'convict 1', 'cover 1', 'defraud 2', 'milk 1', 'rifle 1', 'rob 1', 'rook 1', 'shake 1', 'swindle 2'], 'tourists': ['day tripper 1', 'foreigner 1', 'nomad 1', 'seasonal 1', 'sightseer 2', 'traveler 2', 'vacationer 1', 'visitor 4']}"
1965,He has a real ear for it.,He has a real ear for it.,"{'real': ['authentic 1', 'factual 1', 'genuine 2', 'good 2', 'great 1', 'honest 1'], 'ear': ['feel 2', 'insight 1', 'knack 1', 'talent 1']}"
1966,"Are …look, are they as bad as people in my world think they are?”","Are …look, are they as bad as people in my world think they are?”","{'look': [', 5', 'here , 1', 'on , 1'], 'as': ['even 1', 'quite 1'], 'bad': ['awful 2', 'bad 1', 'corrupt 1', 'horrible 2', 'terrible 3', 'wicked 1'], 'people': ['citizen 1', 'folk 1', 'individual 3', 'those 1'], 'world': ['area 1', 'community 1', 'existence 1', 'life 1', 'realm 2', 'society 2', 'sphere 1', 'universe 2'], 'think': ['assume 2', 'believe 4', 'deem 1', 'imagine 2', 'surmise 1']}"
1967,He saw that I wasn’t moving.,"Setting an arm on my shoulder, he said, “Nathan, what you see here might be frightening, but those things you saw are people just like you.","{'saw': ['know 1', 'note 1', 'notice 5', 'observe 1', 'understand 1'], 'moving': ['badge 1', 'budge 2', 'inch 1', 'proceed 1', 'shift 1', 'walk 1']}"
1968,"They jumped out and said, `Hollywood, Hollywood.'","They jumped out and said, `Hollywood, Hollywood.'","{'jumped': ['burst 1', 'come 2', 'get 1', 'leap 4', 'pop 1', 'vault 1'], 'said': ['announce 2', 'chant 1', 'shout 1', 'speak 1', 'state 2', 'utter 1', 'yell 2']}"
1969,"The second mobster said the French pair had ""only three judges,"" and of the two judges they needed to win the gold medal ""one is ours, and the other our friends will give them.""","""only three judges,""","{'second': ['accompanying 1', 'associate 1', 'conspire 1', 'next 3', 'number two 1', 'other 5'], 'mobster': ['conspirator 1', 'criminal 2', 'gang member 1', 'gangster 3', 'mafioso 1', 'man 1', 'thug 1', 'voice 1'], 'said': ['affirm 1', 'assert 1', 'cite 1', 'claim 1', 'declare 1', 'imply 1', 'inform 1', 'insist 1', 'mention 1', 'mention that 1', 'note that 1', 'opine that 1', 'reveal 1', 'state 4'], 'French': ['France 2'], 'pair': ['couple 4', 'duet 1', 'duo 4', 'group 1', 'partner 2', 'team 3'], 'only': ['just 5', 'merely 3', 'simply 2'], 'judges': ['Olympic judge 1', 'adjudicator 1', 'critic 1', 'evaluator 1', 'official 3', 'scorer 1', 'vote 1'], 'needed': ['be necessary 1', 'demand 1', 'have 2', 'have to have 1', 'must have 1', 'necessitate 1', 'oblige 1', 'require 2', 'want 1'], 'win': ['accomplish 1', 'achieve 3', 'earn 1', 'ensure 1', 'gain 1', 'get 2', 'grab 1', 'grasp 1', 'score 2', 'secure 3', 'take 2'], 'gold': ['Olympic 1', 'championship 1', 'coveted 1', 'first 2', 'number one 1', 'prized 1', 'top 2'], 'medal': ['award 1', 'chain 1', 'coin 1', 'honor 1', 'medallion 1', 'necklace 1', 'prise 3', 'ribbon 1'], 'other': ['alternate 1', 'else 1', 'extra 1', 'need 1', 'other entity 1', 'remain 1', 'remainder 1', 'second 2', 'surplus 1'], 'friends': ['ally 1', 'associate 2', 'buddy 1', 'cohort 1', 'colleague 1', 'contact 1', 'pal 1', 'people 1', 'plant 1'], 'give': ['allow 1', 'deliver 1', 'hand 3', 'loan 1', 'provide 1']}"
1970,Chinese hot-and-sour soup made with egg white and crabmeat often includes bitter melon.,"It also appears in stir-frys, especially those based on pork.","{'Chinese': ['Asian 3', 'oriental 1'], 'hot': ['spicy 4', 'sweet 1'], 'sour': ['bitter 2', 'tangy 1', 'tart 1'], 'soup': ['blend 1', 'broth 3', 'combination 1', 'mixture 1', 'preparation 1', 'recipe 1', 'stew 2', 'stock 1'], 'made': ['assemble 1', 'combine 1', 'concoct 1', 'cook 2', 'create 2', 'fashion 1', 'prepare 2'], 'egg': ['albumen 1'], 'white': ['albumen 1'], 'crabmeat': ['crab 1', 'seafood 1', 'shellfish 1'], 'often': ['commonly 1', 'customarily 1', 'frequently 4', 'generally 1', 'oftentime 1', 'usually 2'], 'includes': ['consist of 1', 'contain 3', 'embody 1', 'have 3', 'incorporate 1', 'take 1'], 'bitter': ['acidic 1', 'balsam 1', 'pungent 1', 'sour 2', 'tart 2', 'the 1'], 'melon': ['fruit 1', 'gourd 2', 'pear 1']}"
1971,"The three put their heads together, thumbed through ""Mastering the Art of French Cooking"" and ""In Julia's Kitchen,"" and selected what seemed like the honoree's favorites, though with a few twists of their own.","""It seems she loves soups,"" said Siegel, ""so I am picking up on her vichyssoise.","{'put': ['combine 1', 'join 1', 'place 1', 'stick 1', 'take 1'], 'heads': ['brain 1', 'mind 3', 'noggin 1', 'thought 1'], 'together': ['close 1', 'collaboratively 1', 'collectively 1', 'connect 1', 'join 2', 'unify 1'], 'thumbed': ['browse 2', 'glance 1', 'leaf 3', 'look 2', 'page 2', 'riffle 1', 'scan 1', 'skim 1'], 'Kitchen': ['cookery 1', 'cooking station 1', 'cuisine 1', 'galley 1', 'kitchen space 1', 'pantry 1', 'room 1', 'space 1'], 'selected': ['cherry pick 1', 'choose 5', 'decide on 1', 'pick 3'], 'seemed': ['appear 6', 'feel 1', 'look 1'], 'honoree': ['celebrity 1', 'designee 1', 'guest 2', 'guest of honor 2', 'honor guest 2', 'recipient 1', 'star 1'], 'favorites': ['choice 2', 'dear 1', 'good 1', 'most cherished 1', 'most like 1', 'pick 1', 'preference 1', 'top pick 1'], 'few': ['couple 4', 'handful 1', 'handful of 1', 'little 1', 'several 1', 'smattering 1'], 'twists': ['addition 1', 'adjustment 1', 'alteration 1', 'change 3', 'modification 1', 'spin 1', 'tweak 3', 'variation 1'], 'own': ['effort 1', 'individually 1', 'own self 1', 'personally 1']}"
1972,Lilienfeld feels that many clinical psychologists already receive inadequate training in fundamentals such as research design and evaluation.,RxP opponents charge the APA with pushing its prescription-privileges agenda without adequately assessing support for it in the field.,"{'feels': ['believe 6', 'opine 1', 'think 2'], 'many': ['a lot 2', 'all 1', 'few 1', 'multiple 1', 'numerous 3', 'plenty 1', 'several 2', 'significant 1'], 'clinical': ['lab 1', 'medical 2', 'scientific 1', 'therapeutic 1', 'work 1'], 'psychologists': ['doctor 1', 'mind doctor 1', 'practitioner 1', 'psychiatrist 1', 'psychology practitioner 1', 'psychotherapist 1', 'therapist 2'], 'already': ['currently 2', 'now 1', 'still 1'], 'receive': ['get 4', 'have 4', 'obtain 1'], 'inadequate': ['bad 1', 'incomplete 2', 'inferior 2', 'insubstantial 1', 'insufficient 3', 'less than stellar 1', 'limited 1', 'mediocre 1', 'minimal 1', 'poor 1'], 'training': ['education 1', 'instruction 2', 'schooling 1', 'skill 1', 'teaching 1', 'tutor 1'], 'fundamentals': ['basic 5', 'foundation 1', 'groundwork 1', 'necessity 1', 'staple 1'], 'such': ['of the kind 1', 'similar to 1', 'similiar 1', 'specifically 1'], 'research': ['analysis 1', 'experiment 1', 'experimental 1', 'exploratory 1', 'investigation 2', 'learn 1', 'scientific 1', 'scientific study 1', 'study 2'], 'design': ['construction 1', 'creation 1', 'development 1', 'formation 1', 'formulation 1', 'plan 1', 'planning 1', 'set up 1', 'strategy 1', 'style 1'], 'evaluation': ['assessment 2', 'judgement 1', 'study 1', 'testing 1', 'understanding 1']}"
1973,"Disgusted with Tasha but more disgusted with myself, I finally realized she would not return that night and went into The Sleeping Flamingo to drink myself to sleep.",She had not come home when I woke in mid-morning.,"{'Disgusted': ['aghast 1', 'agog 1', 'annoy 1', 'appall 1', 'bother 1', 'displease 1', 'frustrate 1', 'nauseate 1', 'outrage 1', 'put off 1', 'repulse 2', 'upset 1'], 'more': ['additionally 2', 'appall 1', 'completely 1', 'especially 1', 'extremely 1', 'more so 1', 'most 1', 'mostly 2', 'outrage 1', 'repulse 1', 'sicken 1', 'totally 1'], 'disgusted': ['appall 1', 'ashamed 1', 'displease 1', 'disturb 1', 'exacerbate 1', 'frustrated 1', 'offend 1', 'outraged 1', 'repulse 3', 'sadden 1', 'shocked 1', 'sicken 1', 'weary 1'], 'finally': ['at last 1', 'eventually 1', 'lastly 1', 'suddenly 1', 'then 2', 'ultimately 2'], 'realized': ['accept 1', 'comprehend 1', 'conclude 2', 'discern 1', 'get 1', 'grasp 2', 'learn 1', 'recognize 1', 'see 1', 'understand 4'], 'return': ['come 2', 'come back 3', 'reappear 1', 'reenter 1'], 'night': ['eve 1', 'evening 5', 'midnight 1', 'twilight 1'], 'went': ['amble 1', 'cruise 1', 'depart 1', 'enter 1', 'flee 1', 'proceed 1', 'progress 1', 'sidle 1', 'stroll 1', 'travel 1', 'walk 3'], 'Sleeping': ['asleep 1', 'doze 2', 'dream 3', 'nap 2', 'repose 1', 'resting 3', 'sleepy 1', 'slumber 1', 'snooze 3', 'snore 1'], 'drink': ['bottle 1', 'drown 1', 'imbibe 1', 'indulge 1', 'intoxicate 1', 'lull 1', 'sip 1', 'swill 1'], 'sleep': ['bed 2', 'bedtime 1', 'dormancy 1', 'dream 2', 'dreamland 1', 'forty wink 1', 'good dream 1', 'hibernation 1', 'neverland 1', 'oblivion 2', 'slumber 1', 'slumberland 1', 'snore 1', 'torpidity 1', 'unconsciousness 1']}"
1974,"Throughout the 500 processing steps, which typically last 20 days, the wafers are not touched by human hands.",The circuits etched into the chips are less than one thousandth the width of a human hair.,"{'processing': ['development 1', 'manufacture 1', 'manufacturing 3', 'operate 1', 'pre production 1', 'preparation 1', 'sequential 1', 'treat 1'], 'steps': ['action 1', 'effort 1', 'increment 1', 'individual stage 1', 'manuever 1', 'move 1', 'operation 1', 'phase 3', 'point 1', 'sequence 1', 'stage 1'], 'typically': ['commonly 1', 'generally 1', 'mostly 1', 'normally 1', 'ordinarily 1', 'regularly 1', 'routinely 1', 'usually 4'], 'last': ['continue 1', 'continue for 1', 'end after 1', 'go on for 1', 'have duration of 1', 'occur for 1', 'run for 1', 'span 1', 'spend 1', 'take 3'], 'days': ['@card@ hour cycle 1', 'afternoon 1', 'calendar day 1', 'date 1', 'morning 1', 'period 1', 'working day 1'], 'wafers': ['chip 3', 'computer chip 1', 'disk 1', 'product 1', 'silicon chip 1'], 'touched': ['affect 1', 'contact 3', 'feel 2', 'handle 3', 'manipulate 1', 'modify 1'], 'human': ['employee 1', 'homo sapiens 1', 'human being 1', 'individual 1', ""man 's 1"", 'mortal 1', 'people 1', ""people 's 3"", 'worker 1'], 'hands': ['extremity 1', 'finger 3', 'mitt 1', 'palm 1', 'paw 1', 'skin 1']}"
1975,"The company said Mr. Stronach will personally direct the restructuring, assisted by Manfred Gingl, president and chief executive.",Neither they nor Mr. McAlpine could be reached for comment.,"{'company': ['business 1', 'company 1', 'corporation 3', 'firm 3', 'organization 2'], 'said': ['announce 2', 'cite 1', 'declare 1', 'report 1', 'state 5'], 'personally': ['actually 1', 'expressly 1', 'himself 2', 'independently 1', 'individually 3', 'on his own 1', 'self 1'], 'direct': ['control 1', 'execute 1', 'head 2', 'lead 1', 'manage 3', 'oversee 3', 'supervise 1'], 'restructuring': ['makeover 1', 'overhaul 1', 'realignment 1', 'recreation 1', 'redevelopment 1', 'reform 1', 'renovation 1', 'reorganization 2'], 'assisted': ['aid 3', 'help 4', 'support 2'], 'president': ['CEO 2', 'chairman 1', 'chief 1', 'chief executive 1', 'director 1', 'head 2', 'leader 2', 'preside officer 1'], 'chief': ['foremost 1', 'head 4', 'lead 3', 'main 1', 'preside 1', 'top 2'], 'executive': ['authority 1', 'head 1', 'leader 1', 'manager 1', 'officer 4', 'official 2']}"
1976,More than $7 million was given to projects aimed at educating the general public.,"""One of the principal concerns of the Packard Foundation is the preservation of natural resources, particularly in the oceans, and one of the greatest threats is overfishing,"" Leape said.","{'More': ['at least 1', 'further 1', 'good 1', 'great 2', 'high 2', 'large 1', 'over 1', 'upwards of 1'], 'given': ['administer 1', 'allot 1', 'allote 1', 'appropriate 1', 'award 2', 'bestow 1', 'contribute 1', 'dispense 1', 'donate 1', 'furnish 1', 'gift 1', 'grant 2', 'hand 1', 'share 1', 'supply 1'], 'projects': ['concern 1', 'effort 2', 'enterprise 1', 'initiative 1', 'plan 2', 'program 3', 'undertaking 2', 'work 2'], 'aimed': ['design 1', 'direct 1', 'focus 3', 'gear 1', 'intend 2', 'intent 1', 'point 1', 'slant 1', 'target 2'], 'educating': ['enlighten 1', 'indoctrinate 1', 'influence 1', 'inform 6', 'instruct 2', 'teach 1', 'train 1'], 'general': ['all inclusive 1', 'at large 1', 'common 1', 'everyday 1', 'hoi polloi 1', 'overall 1', 'regular 2', 'standard 1'], 'public': ['citizenry 1', 'community 1', 'populace 1', 'population 4']}"
1977,"I got my picture taken with them and signed a few Steve Martin autographs.""","I got my picture taken with them and signed a few Steve Martin autographs.""","{'got': ['have 6', 'score 1', 'snag 1'], 'picture': ['image 1', 'likeness 1', 'photo 4', 'photograph 1', 'pic 1', 'snapshot 1'], 'taken': ['capture 1', 'do 1', 'photograph 1', 'shot 2', 'snap 3'], 'signed': ['endorse 1', 'ink 2', 'inscribe 1', 'pen 1', 'scribble 1', 'write 4'], 'few': ['couple 2', 'handful of 1', 'little 1', 'scattering of 1', 'several 1', 'small number of 1', 'some 1', 'sprinkling of 1', 'trifling of 1'], 'autographs': ['caption 1', 'endorsement 1', 'inscription 2', 'name 1', 'signature 4']}"
1978,"Yes, said Richard Brilla, director of the new facility, ""but the donuts are a lot more costly here.""","""but the donuts are a lot more costly here.""","{'said': ['add 1', 'declare 1', 'remark 1', 'reply 3', 'respond 1', 'speak 1', 'state 4'], 'director': ['chief 1', 'head 3', 'leader 2', 'manager 2', 'overseer 1', 'supervisor 1'], 'new': ['brand new 2', 'late 3', 'modern 1', 'recent 2'], 'facility': ['building 2', 'factory 3', 'operation 1', 'plant 2', 'site 1', 'workplace 1'], 'donuts': ['bagel 1', 'bake good 1', 'doughnut 1', 'pastry 4', 'pasty 1'], 'lot': ['bunch 2', 'certainly 1', 'much 2', 'plenty 1', 'whole 1'], 'more': ['additionally 1', 'comparatively more 1', 'extra 2', 'further 1', 'great 1', 'largely 1'], 'costly': ['exorbitant 1', 'expensive 5', 'high price 1', 'pricey 3', 'valuable 1'], 'here': ['at this place 2', 'at this spot 1', 'herein 1', 'hither 1', 'in this one 1', 'now 1', 'though 1']}"
1979,"""You can have a dozen competitors stealing your secrets at the same time,"" Mr. Matchett said, adding : ""It's a pretty good bet they won't get caught.""","The only way to catch an electronic thief, he said, is to set him up with erroneous information.","{'dozen': ['bunch 1', 'handful 1', 'load 1', 'lot 1', 'many 1', 'multiple 1', 'pocketful 1', 'score 1', 'set of twelve 1', 'twelve 4'], 'competitors': ['adversary 1', 'business 1', 'challenger 2', 'contestant 1', 'enemy 1', 'opponent 2', 'rival 3'], 'stealing': ['acquire 1', 'appropriate 2', 'cheat 1', 'commandeer 1', 'lift 1', 'pilfer 1', 'pillage 1', 'pirate 1', 'plunder 1', 'rob 1', 'shoplift 1', 'swindle 1', 'swipe 1', 'take 5', 'thieve 1', 'want 1'], 'secrets': ['knowledge 1', 'privileged information 1', 'trademark 1'], 'same': ['exact 2', 'exact same 1', 'identical 2', 'selfsame 1', 'similar 1', 'very 1'], 'time': ['instance 1', 'instant 1', 'moment 5'], 'said': ['announce 1', 'assert 1', 'claim 1', 'explain 1', 'speak 1', 'state 4'], 'adding': ['additionally 1', 'also 1', 'articulate 1', 'continue 2', 'declare 1', 'expand 1', 'in addition 1', 'include 1', 'proclaim 1', 'say 1', 'state 1'], 'pretty': ['attractive 1', 'damn 1', 'darn 1', 'fairly 1', 'quite 1', 'rather 1', 'relatively 1', 'very 3'], 'good': ['awesome 2', 'beneficial 1', 'decent 2', 'excellent 1', 'great 1', 'high 1', 'luck 1', 'nice 2', 'positive 1', 'solid 1', 'strong 1', 'sweet 1', 'well 1'], 'bet': ['assumption 1', 'deduction 1', 'estimate 1', 'gamble 2', 'guess 2', 'idea 1', 'luck 1', 'possibilty 1', 'prediction 1', 'probability 1', 'steal 1', 'wager 1'], 'get': ['allow to become 1', 'be 4'], 'caught': ['apprehend 1', 'catch 1', 'find out 1', 'nab 1', 'nail 1', 'trap 2']}"
